"","rank","sparseness.basis","sparseness.coef","rss","evar","silhouette.coef","silhouette.basis","residuals","niter","cpu","cpu.all","nrun","cophenetic","dispersion","silhouette.consensus"
"1",1,0.085323314195369,NA,0.000260190371676919,0.747935323181288,NA,NA,0.000130095185838459,2000,1.038,67.2439999999975,30,NA,1,NA
"2",2,0.164811181921662,0.356674280204148,0.000172948055625107,0.832453078618533,1,1,8.64740278125537e-05,2000,1.364,81.1289999999976,30,1,1,1
"3",3,0.19825817963349,0.407168860366696,0.000153771407169199,0.851030844061394,0.901466248703678,0.732330719043707,7.68857035845996e-05,2000,2.554,96.703999999999,30,0.999324414575808,0.902656448636473,0.981145673000454
"4",4,0.21299733763699,0.434345202681088,0.000137210210275067,0.867074837987633,0.863413509582761,0.527020313497027,6.86051051375335e-05,2000,3.242,113.221999999999,30,0.991584856781129,0.720867721437285,0.91165539129748
"5",5,0.258469172993755,0.412164144423998,0.000123926334223631,0.879943861165642,0.700472929251798,0.399828606216122,6.19631671118155e-05,2000,4.247,142.408000000002,30,0.949702522060153,0.532343794014938,0.752933413063404
"6",6,0.288043028283787,0.402409150955047,0.000113324618106226,0.890214487744306,0.774479848876361,0.3733824657272,5.6662309053113e-05,2000,5.229,163.909000000001,30,0.988995789750538,0.711113305284753,0.874203932052641
