1.310334126648611194e-02,7.533658951493568331e-03,3.138749499347343128e-03,6.866149489394439847e-08,3.875845392660619455e-03
5.499635047297190583e-03,8.615435693360351185e-03,6.428728746813434751e-03,3.855117049824467821e-03,7.014070176728422548e-03
2.609473464349658291e-03,1.300370591628804105e-02,3.613726499846818280e-03,3.206934893693825801e-03,8.968459143019179639e-03
9.243753613978993033e-03,7.910069535939211888e-03,3.306970556015730207e-03,2.829581493551789999e-03,6.630597733646353097e-03
1.521079368508044009e-03,1.136842054081489174e-02,5.784228199927715641e-03,1.256586495653458022e-02,4.084253500574837152e-03
7.732007655166274473e-03,6.505988361345609559e-03,6.301420888903293271e-03,1.730218473285669934e-03,8.032894828756303660e-03
2.394700348607202781e-02,8.703923804717619729e-09,8.047818433424787149e-04,4.052882871565384833e-05,6.428732784310574756e-04
8.662266670928432666e-03,7.746159686129537592e-03,2.226546932770888561e-03,3.329415094347952259e-03,8.361118296466749436e-03
1.629690362335468531e-03,8.051254238033234492e-03,2.084373026319328269e-03,1.982060609840921583e-03,1.826860948111230787e-02
8.572709517728219208e-03,4.856725263893921576e-03,4.389071876860967114e-03,6.020392910943367891e-03,7.868584505225293541e-03
7.222180845220682426e-03,8.159818564158271420e-03,3.653664974226663795e-03,4.360127061526592542e-05,1.043753512422517654e-02
1.323669380365672353e-02,4.061725670191445280e-03,5.906055885346757177e-03,7.769754506447664431e-03,3.766105636013021684e-27
1.502115097896785344e-02,8.256337891340104958e-19,8.163025616409207499e-03,7.396830713672967149e-03,3.151123427957531423e-04
1.313014276123338799e-02,5.094913829838207224e-03,6.075040817531367557e-03,5.863919280644324175e-03,6.495793022259358981e-29
1.312383679909555519e-02,1.146671425018474209e-02,2.308782972285748115e-03,1.471931767870559942e-04,8.021278540357780487e-17
1.080274343268112537e-02,1.094305865343395828e-02,1.933342090994183112e-03,1.355241130154805854e-03,3.263023504573199073e-03
2.103382402325667394e-02,2.228187027074031781e-03,7.904905180053129355e-04,3.074919938275523425e-03,7.036296467822917021e-29
6.569357952228274157e-03,7.471312488272926350e-03,6.558538768617791850e-03,8.273927228630508987e-03,3.897041837960678237e-03
6.738784159280621078e-03,4.616695513133031378e-03,8.953818891926491538e-03,2.725882265669403361e-03,8.186425577867865316e-03
3.991075109224084816e-03,7.481856332819966302e-03,3.994740502987896222e-03,9.921173638803657685e-03,8.783109182439617982e-03
6.651205426196216651e-03,1.737228198342247176e-02,2.129478287330711060e-03,3.129576527740010345e-03,1.024364588160997863e-10
1.627239319448239505e-02,1.958631598953108205e-03,1.957936813651460968e-37,2.208821507842321770e-04,9.058447924962171813e-03
4.670747519677631923e-03,9.219544767716221847e-03,7.113855848377125153e-03,1.067833791538964649e-05,9.123212475772052299e-03
7.668579123837522722e-03,1.191455131300142535e-03,6.095013547844896871e-03,2.366201781068957496e-02,3.136784904700035473e-04
9.093977037647480235e-03,4.893496454260784154e-03,8.374378817990718593e-03,5.944658849365133148e-03,3.179822703069964344e-03
1.668858053765500185e-02,7.150701964048830975e-03,1.047613749632713082e-03,2.614346764513949140e-03,1.507243464894243026e-29
1.546598609884447008e-02,4.745387311219366466e-03,4.517716265016876679e-04,1.969055810231250071e-11,6.724870224089418876e-03
9.006167555858897791e-03,5.950418591219798665e-03,8.300595559084650993e-03,8.554824162508927691e-04,5.345638980747457851e-03
1.316462594392170567e-02,5.709005308381191746e-03,4.974376437242020339e-03,3.442763516416124433e-03,1.897990654744567164e-03
1.827342609993230435e-02,2.524273111157893709e-03,4.639710847301635986e-03,7.225134646052756654e-10,1.363130584613891525e-03
1.210125554887730819e-02,2.262433694432065129e-03,3.400458714667643507e-03,4.844429955151452645e-03,8.159235505588818133e-03
3.309025091575964420e-03,7.668513517482212528e-03,2.895019022570514879e-03,1.066820820394748237e-03,1.631000788995028844e-02
1.017425995855636596e-02,5.266238772337129490e-03,1.310658442026784234e-02,7.890910604345317784e-16,2.805835579240342770e-04
1.190507019682095040e-02,4.749442929473157715e-03,4.000101692646181560e-03,2.233359169344086050e-06,7.955184933600681699e-03
8.224393516771873539e-03,1.177826539672814470e-02,7.566637077552858855e-04,4.424930843001698491e-03,5.075460943060012414e-03
5.750861297053658922e-03,5.264813720983242858e-03,1.305164569829501270e-02,7.592857077279029922e-17,6.212014527920812178e-03
1.114031968371149983e-02,1.803027498590477524e-16,1.559848165592511715e-02,4.099319522166302958e-03,2.734047532266841208e-11
2.521966107539212396e-03,1.906459908678213161e-02,1.297855329797736552e-44,2.976225213605965639e-07,7.643202596827692284e-03
2.017663584648577563e-02,5.587605941568890448e-20,5.421188864718377159e-03,5.578208942734825520e-09,9.993369826386863230e-04
8.565198004818395244e-03,1.316317691272820938e-02,2.714917360523623827e-03,1.086145165346577091e-03,3.070696808656501499e-03
1.101672421834176512e-02,6.481702031987468873e-03,1.249827263266609480e-03,7.419320804257300595e-14,9.767338744596039748e-03
1.344700045058178257e-02,2.998189692196482053e-04,1.480014319298891996e-02,1.319218725892411173e-09,9.358289162219387573e-20
2.127519227633344219e-04,1.693034070837610289e-02,6.236186900643580881e-03,8.491999151278042252e-03,1.397517620967709357e-03
1.005002012997575564e-02,8.770840425583830563e-03,5.108869517128466174e-03,2.097039657192023218e-03,3.105136682690046081e-03
3.448699904978260681e-03,4.191048609918515168e-03,1.271178521934311807e-02,1.357418617441553087e-02,2.281469860265293841e-03
5.668937982312817654e-03,2.156565884714322680e-03,2.391176396005661921e-03,2.178607646692879915e-02,7.047293509352049734e-03
3.815199813470813300e-03,9.038394382877158739e-03,1.052693158584359565e-03,9.671268024920274403e-03,1.033102814049448835e-02
4.988869364892182384e-03,1.756905616956230039e-03,2.638541452581019896e-31,9.905993527877816202e-04,2.409444198852341706e-02
1.721849731033145078e-02,1.728989396999118701e-24,1.023462676665187060e-02,9.039193757017309431e-09,2.191331450123501487e-15
2.305403905312199478e-03,1.394152392835335159e-02,2.631294255645609884e-03,1.855663984647283956e-12,1.146078873836353998e-02
3.480470230356233682e-43,5.073663466476640259e-03,5.240916460273404437e-03,3.833503045085583941e-06,2.202949853352012891e-02
3.331074689595113925e-03,8.626943446662529644e-03,1.893781064036205788e-03,3.068566600022477625e-19,1.636706250189650866e-02
1.177344009408231099e-02,6.977640886115475356e-06,2.015362895183376354e-03,1.652185290956490263e-02,4.929302051680976328e-03
2.483742417893453069e-02,4.487539338371745882e-19,2.428881554122103051e-04,2.047547583818491810e-07,1.121384946009203078e-26
2.506485211611132399e-02,1.221772957485689476e-43,6.389154927629892602e-41,3.745173608826297458e-16,6.658817246110052624e-17
6.281887164634914963e-03,1.160745975620637582e-02,1.023850865551083691e-02,6.200056182362841616e-12,1.055151472863187674e-03
3.660285736252612905e-04,2.414410304831737103e-02,1.906963221563313720e-03,7.881666778109237654e-10,2.690530411404017629e-03
1.550944317565510454e-02,1.891851870328234344e-03,5.621956266917913989e-03,7.482237135396455421e-03,7.652149780303639441e-29
1.594063306894997686e-02,3.502650208259098986e-11,1.347069223996035046e-03,7.331373101365704428e-03,6.112866734338450944e-03
1.138192161438836801e-02,3.736771091636769196e-03,8.475926681744309681e-23,1.554222262363258965e-02,3.829917231503122185e-03
4.200450088434079174e-03,1.663694903100860351e-02,6.166248612786500403e-04,1.597700575673272558e-20,7.759354158227415969e-03
6.192726510246702488e-03,6.390426186693919271e-03,5.728796246645774526e-03,5.432388443447064459e-03,8.525184532229024628e-03
1.244517092476799848e-02,9.518820497970283502e-29,1.645758046416582326e-02,1.459018162847315641e-10,3.011132826010991230e-06
1.103130721955742494e-02,7.159942683164247264e-03,3.711938291658931945e-03,5.157670505050722214e-03,3.176743183051570097e-03
1.360208696837804897e-02,2.717407551775683112e-03,1.866262711737067979e-03,1.495245447806522500e-02,6.380775013472702543e-04
1.539827840928525114e-02,4.158912972071781428e-03,4.536552161177652073e-03,1.713975708902472490e-26,3.302122893279031690e-03
3.835997928886756420e-03,7.981129256775763847e-03,5.986507812882711950e-03,1.132496643747979017e-07,1.285194165954541869e-02
8.860111483016271453e-03,4.839578291742441599e-03,7.949183371554931210e-03,8.689445670261282742e-03,2.270065293201128237e-03
2.338862161742610857e-02,3.700453160126418884e-04,1.766644403195945972e-03,5.584090408917201199e-17,4.312662927380432673e-69
7.936607145566446087e-04,5.996299829354732533e-03,1.590568848465308965e-03,6.505246382582795424e-03,1.978624721515970936e-02
4.953397965028646412e-03,2.231552106325105159e-02,7.067438482632274746e-04,3.766668842782308804e-15,1.800394991787586486e-28
2.781029536786725712e-03,6.292726315211359840e-03,1.518978445246766518e-37,5.296868034114719445e-03,1.922783509640721075e-02
2.106265545810110176e-02,1.344954602067826018e-09,3.172319111584119816e-03,8.849998540907291898e-07,2.102333468093670228e-03
1.214183059534661331e-02,1.848087709172836528e-13,8.278321455775731336e-03,7.414177891992148640e-03,3.997507120262314834e-03
6.737699028927340329e-03,9.602218057557733791e-03,1.225466715531025414e-03,3.662642205501835457e-17,1.192709033999555385e-02
7.892391300172506979e-03,9.132929856882897671e-03,8.755889594123617697e-03,9.017543620030100959e-08,2.729373548812168669e-03
4.643802082229486934e-03,4.570286884035428698e-07,1.860763026935233015e-29,2.503063814749365013e-02,1.117825479909283042e-02
1.186818332228250193e-02,1.640432309500037738e-07,1.613076206922957868e-88,3.135846859227789368e-35,1.737834715483263862e-02
8.491497280136260303e-03,8.126124950840980798e-03,4.653999639258317098e-03,1.228183906143068792e-02,9.884113453239014074e-28
1.066454147140358244e-02,8.539622020946329925e-03,6.277286232146360475e-95,7.933502412683289412e-07,9.263797474269846316e-03
2.449808695724200319e-02,1.353031266865100276e-15,7.386408935115044115e-04,6.293455448151632973e-15,2.648480212542467688e-82
1.366930834162270389e-02,1.010065045578754665e-29,1.486202450075138279e-02,2.635237985439026406e-16,5.722425061608630105e-09
