0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.055213,0.0,0.0,0.0,0.0,0.0,0.0,-0.015283,0.064865,0.0,0.0,0.0,0.029727,0.0,0.0,0.0,0.0,0.0,0.130701,0.0,0.0,0.022464,0.019826,0.0,0.100216,0.031404,0.0,0.047737,0.090215,0.059322
0.422054,0.55153,0.006442,0.0,0.0,0.0,0.0,-0.046307,0.029743,0.090262,0.15718,0.026263,0.09604,0.25458,0.168921,0.087237,0.070139,0.065036,0.0,0.0,0.0,0.060332,0.0,0.041948,0.0,0.0,0.108099,0.0,0.477628,0.611474
0.598968,0.810502,0.017996,0.024379,0.129011,0.059672,0.244272,0.056583,0.138684,0.088173,0.337479,0.192002,0.341223,0.531401,0.608244,0.534417,0.515039,0.199575,0.144696,0.056444,0.109176,0.080165,0.029161,0.086972,0.274472,0.0,0.151193,0.0,0.739298,0.819821
0.71213,0.840935,0.074272,0.072654,0.257843,0.326299,0.266568,0.156443,0.302137,0.205264,0.507542,0.362047,0.673207,0.896308,0.845772,0.858472,0.875504,0.657976,0.298943,0.264864,0.174338,0.180179,0.004218,0.316176,0.301773,0.192647,0.250155,0.100657,0.699478,0.792334
0.249514,0.624717,0.014955,0.025794,0.218351,0.332825,0.345819,0.14819,0.245505,0.236865,0.424412,0.440314,0.658835,0.798885,0.745687,0.771913,0.795744,0.602071,0.43112,0.525264,0.222658,0.169134,0.081162,0.453418,0.325862,0.123951,0.171996,0.13185,0.557305,0.439705
0.107638,0.595284,0.0,0.039461,0.084681,0.0,0.343876,0.133779,0.159653,0.151012,0.376038,0.434548,0.564039,0.627983,0.715274,0.703688,0.647874,0.572966,0.459362,0.43347,0.152744,0.134416,0.011361,0.318107,0.273531,0.0,0.048692,0.0,0.514461,0.30418
0.109275,0.514177,0.08086,0.157001,0.189795,0.286804,0.246146,0.359959,0.093268,0.085709,0.184096,0.21287,0.344677,0.399298,0.386734,0.506201,0.426738,0.442753,0.477271,0.133415,0.38217,-0.005462,0.107143,0.474698,0.28318,0.032715,0.020805,0.065165,0.538648,0.281122
0.266241,0.413848,0.124149,0.15029,0.144316,0.129927,0.353103,0.066074,-0.117653,0.063065,0.180452,0.209748,0.254844,0.372621,0.444389,0.464544,0.421166,0.351241,-0.192484,0.222394,0.174728,0.006023,0.344003,0.501919,0.323011,0.034363,0.023664,0.0,0.535779,0.425133
0.112543,0.558816,0.124208,0.0,0.058396,0.032096,0.266563,0.211524,0.14184,-0.071963,0.084667,0.21072,0.243697,0.25706,0.112451,0.330826,0.117596,0.148839,0.232293,0.27016,0.302797,0.199604,0.35582,0.386482,0.377255,0.005697,0.017035,0.188042,0.570463,0.151415
0.178451,0.563463,0.574175,0.100439,0.075118,0.046257,0.108459,0.233215,0.397535,0.153882,0.039818,0.206395,0.317224,0.223698,0.477316,0.458207,0.261015,0.129269,0.057574,0.090328,0.238477,0.217683,0.317165,0.235745,0.224441,0.0,0.0,0.422061,0.602645,0.160496
0.249465,0.431898,0.650502,0.200653,0.228927,0.203112,-0.040177,0.279581,0.405967,0.12463,0.180355,0.107573,0.013832,0.007356,-0.163142,-0.005994,0.113522,0.106072,0.147255,0.133622,0.150296,0.29926,0.145397,0.320632,0.259397,0.0,0.200048,0.697228,0.546096,0.258469
0.266931,0.298408,0.61119,0.520938,0.298639,0.05234,0.018209,0.010141,0.294937,0.348352,0.266388,0.171148,0.152598,0.089123,0.14937,0.176775,0.154839,0.134115,0.222628,0.163831,0.224918,0.091771,0.03442,0.309409,0.058769,0.114989,0.557843,0.778479,0.469023,0.068501
0.116835,0.412403,0.611069,0.734014,0.642834,0.071739,0.069958,0.179066,0.148896,0.204214,0.237398,0.306722,0.062396,0.253516,0.483902,0.508209,0.381142,0.375366,0.369944,0.178377,0.188295,0.114799,0.136791,0.163589,0.136372,0.465489,0.743724,0.649045,0.342661,0.131938
0.104005,0.086482,0.427768,0.692524,0.65322,0.388689,0.10188,0.0,0.184196,0.05251,0.038115,0.034846,0.023999,0.168008,0.439007,0.243677,0.252151,0.153074,0.133137,0.099142,0.123666,0.058473,0.026031,0.080214,0.289629,0.671932,0.717388,0.633671,0.375029,0.257551
0.156366,0.185038,0.461423,0.544564,0.691264,0.735757,0.484245,0.220334,0.071392,0.086415,0.08893,0.054662,0.156541,0.142834,0.258567,0.172991,0.206444,0.262399,0.140509,0.072425,0.042569,0.0,0.0,0.310036,0.707662,0.672465,0.601567,0.610579,0.259755,0.0
0.0,0.0,0.310397,0.239284,0.60797,0.664904,0.696256,0.609785,0.366185,0.264532,0.223111,0.252061,0.114573,0.0,0.095773,0.168406,0.247421,0.241557,0.115956,0.101531,0.0,0.291152,0.472312,0.688983,0.636094,0.510005,0.55397,0.511991,0.31342,0.0
0.298748,0.144245,0.0,0.332751,0.507613,0.447207,0.57604,0.589595,0.627432,0.406557,0.228785,0.29196,0.10935,0.0,0.15696,0.0,0.0,0.102747,0.0,0.069244,0.354569,0.454233,0.653146,0.67903,0.551486,0.526746,0.301139,0.286965,0.093333,0.23227
0.0,0.210705,0.0,0.0,0.19181,0.0,0.326304,0.4287,0.380581,0.476462,0.430286,0.31208,0.375478,0.406817,0.427449,0.535529,0.52136,0.413949,0.462733,0.44705,0.574401,0.446458,0.397213,0.38202,0.410725,0.315371,0.228766,0.300453,0.0,0.181615
0.0,0.291355,0.0,0.238636,0.110719,0.087973,0.146988,0.326417,0.22752,0.289368,0.217032,0.331762,0.468702,0.464133,0.650069,0.746403,0.559293,0.448841,0.385082,0.324364,0.282388,0.336716,0.260368,0.0,0.278278,0.158937,0.285323,0.313983,0.0,0.0
0.0,0.0,0.0,0.0,0.483081,0.0,0.288381,0.106563,0.116911,0.28882,0.127761,0.311238,0.253534,0.255394,0.432685,0.424179,0.323328,0.20011,0.321256,0.189436,0.21316,0.0,0.0,0.0,0.197026,0.0,0.422234,0.0,0.0,0.666146
0.601458,0.0,0.0,0.0,0.0,0.441802,0.0,0.410367,0.268229,0.193644,0.150966,0.0,0.0,0.084972,0.300379,0.0,0.223935,0.087398,0.18776,0.165219,0.0,0.284173,0.278882,0.0,0.0,0.0,0.405127,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.567061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33079,0.199165,0.0,0.0,0.0,0.0,0.0,0.0,0.368374,0.0,0.0,0.0,0.0,0.446421,0.0,0.589646,0.0,0.0
0.0,0.0,0.0,0.0,0.74708,0.821179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.540826,0.498698,0.506355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.635608,0.0,0.647738,0.0,0.0,0.0,0.697129
0.0,0.0,0.67015,0.0,0.741141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.683721,0.0,0.0,0.0,0.0,0.766388,0.714479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.680394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689942,0.685968,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.613993,0.619249,0.0,0.0,0.0,0.0,0.0,0.0,0.655542,0.0,0.0,0.716253,0.0,0.0,0.0,0.0,0.0,0.65509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.668477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576984,0.0,0.0,0.0,0.0
