0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.897322,0.914508,0.861842,0.847534,0.695187,0.679612,0.618321,0.638214,0.651125,0.668605,0.739812,0.78629,0.858632,0.962025,0.976555,0.977551,0.982955,0.847656,0.854186,0.766667,0.710448,0.681405,0.537062,0.614232,0.695747,0.657011,0.812785,0.920733,0.856495,0.890946
0.818734,1.029374,0.81423,0.889313,0.65873,0.693727,0.666667,0.769362,0.648745,0.670369,0.696016,0.963504,1.110677,0.966037,1.145608,1.203002,1.079922,1.104462,1.006593,0.836431,0.695925,0.62743,0.575875,0.648869,0.671698,0.582996,0.701755,0.946128,1.287876,0.91452
0.747446,1.047697,0.782682,0.820526,0.652205,0.660046,0.726384,0.619872,0.663559,0.726195,0.640624,0.931402,0.974068,1.153968,1.312904,1.041959,1.172247,0.987729,0.9687,0.758766,0.732047,0.695731,0.632842,0.604449,0.619314,0.608365,0.801152,0.936599,0.926007,0.895535
0.913714,1.029937,0.719362,0.860585,0.581656,0.664922,0.684615,0.579894,0.685153,0.73089,0.844704,0.916433,0.909088,1.267791,1.332666,1.364971,1.292034,1.139184,0.949598,0.755365,0.729329,0.681968,0.614422,0.565557,0.607249,0.720853,0.875157,0.888342,0.663582,1.271598
0.868471,0.667131,0.89874,0.819652,0.598191,0.570815,0.576061,0.571191,0.622502,0.707852,0.664706,0.965131,0.99581,1.055743,1.017692,1.088407,0.937784,0.928419,0.901414,0.888292,0.688619,0.625482,0.624507,0.755652,0.687834,0.577918,0.737544,0.913658,0.974846,1.081892
0.846641,0.889386,0.857143,0.758307,0.674729,0.646865,0.515678,0.549196,0.660643,0.729901,0.866594,0.945431,0.939054,1.034246,0.996946,0.935352,1.10644,1.029766,0.868086,0.794791,0.702907,0.684823,0.672627,0.671099,0.543611,0.65233,0.706724,0.975806,1.056963,0.702689
1.029051,1.142812,0.903198,0.862538,0.626905,0.431597,0.692725,0.600816,0.650001,0.738317,0.804833,0.89281,0.959844,0.883012,0.932159,0.82582,0.832127,0.909152,0.672485,0.823622,0.731566,0.596326,0.630405,0.62373,0.444652,0.674999,0.795067,0.854785,0.92192,0.908675
0.941979,0.958769,0.881955,0.972905,0.716141,0.581067,0.7215,0.66435,0.602272,0.707319,0.80831,0.839875,0.917608,0.706635,0.713787,0.793764,0.8779,0.861029,1.009632,0.715854,0.598556,0.634624,0.567752,0.670168,0.526112,0.691741,0.895682,0.884817,0.96791,1.278652
0.833727,1.352068,1.192694,1.058537,0.803776,0.645045,0.560757,0.646453,0.718601,0.690228,0.782334,0.802581,0.784585,0.785579,0.742046,0.746978,0.729021,0.721581,0.67042,0.660764,0.55351,0.692224,0.583599,0.609876,0.551216,0.93241,0.868488,0.855984,0.792457,1.037349
0.772957,1.293014,0.847728,0.929765,0.880805,0.690348,0.591389,0.610449,0.521968,0.76058,0.696296,0.759698,0.679285,0.77002,0.729297,0.632934,0.672378,0.753732,0.6802,0.638274,0.729727,0.651122,0.828289,0.731002,0.796694,0.811189,0.861345,0.857808,0.916672,0.886349
