"","rank","sparseness.basis","sparseness.coef","rss","evar","silhouette.coef","silhouette.basis","residuals","niter","cpu","cpu.all","nrun","cophenetic","dispersion","silhouette.consensus"
"1",1,0.00636430287967003,NA,0.000353619520985848,0.657423948089956,NA,NA,0.000176809760492924,2000,1.509,75.5279999999993,30,NA,1,NA
"2",2,0.0980350967747241,0.107890245810955,0.000331125299759959,0.679215679148447,1,1,0.00016556264987998,2000,2.42,89.777999999999,30,0.921976880399766,0.436091302369915,0.730572756086778
"3",3,0.126733762419221,0.165129219452624,0.0003092452668186,0.700412402903447,0.706976685757575,0.643142883786665,0.0001546226334093,2000,2.953,104.89,30,0.963226908357336,0.621800638427541,0.829663207012605
"4",4,0.189191226268349,0.182333568111195,0.00029121828397843,0.717876406564837,0.668427696906324,0.474393865427319,0.000145609141989215,2000,3.698,121.073999999999,30,0.983554685770128,0.67831699732561,0.860998108364742
"5",5,0.204894409678129,0.206525077782035,0.000275201520714574,0.733392969417511,0.527764901835533,0.38131718576759,0.000137600760357287,2000,4.96,142.406000000002,30,0.987477827631972,0.745043214634862,0.884150577392571
"6",6,0.254454721061369,0.198253130329273,0.000261460972366713,0.746704403104674,0.517887719916043,0.358064488041793,0.000130730486183357,2000,5.712,163.411000000001,30,0.943079233189078,0.618004992982356,0.573288343486476
