p_id_retained,b1,b2,b3,b4,b5,player,team,b1_norm,b2_norm,b3_norm,b4_norm,b5_norm
3,0.0092437294457623,0.007910028761906806,0.0033069602394960504,0.002829647290415144,0.00663070791669534,D. Ildefonso,NU,0.30893709071303316,0.2643631325968975,0.11052277995457208,0.09457037949608453,0.2216066172394128
10,0.0072221761910363814,0.008159724210131704,0.003653673252072668,4.3602894229223134e-05,0.01043773107485665,J. Clemente,NU,0.24467929647120346,0.2764423805683383,0.12378238597423481,0.0014772175590725448,0.3536187194271509
29,0.018273419982361767,0.0025242438960073016,0.004639725284831665,7.21549967305634e-10,0.0013631678505695648,S. Ildefonso,NU,0.6818298396185747,0.09418624496312696,0.17312047497866076,2.6922945948796744e-08,0.05086341351669169
32,0.010174241994568636,0.005266220664411928,0.01310661812766702,7.883577666040095e-16,0.0002805947430817251,T. Rike,NU,0.35293313829885103,0.18267933739509637,0.4546540047653205,2.7347254057684012e-14,0.009733519540704786
36,0.0111402382894257,1.8075410081109932e-16,0.015598441377822013,0.004099582160977341,2.731989395154403e-11,I. Gaye,NU,0.36124728240552695,5.861358258704757e-15,0.5058145446357966,0.13293817207276168,8.859090074375107e-10
44,0.00344864354121797,0.004191173213377508,0.012711828353874471,0.013574149485381949,0.002281442578325468,J. Gallego,NU,0.09524735413581908,0.11575512358060062,0.35108528975645203,0.37490155409628156,0.06301067843084672
50,3.4805213180610015e-43,0.005073499971060724,0.0052408805961734325,3.82702528592266e-06,0.022029934096519963,D. Yu,NU,1.0759571141733455e-41,0.15684053878061532,0.1620148893421321,0.00011830742311912478,0.6810262644541334
53,0.011773278685985534,6.9817205748736805e-06,0.002015293129186982,0.016522508552221715,0.0049292600614303855,A. Joson,NU,0.3340190961481627,0.00019807804250436165,0.057175779783920876,0.4687592572902225,0.1398477887351895
65,0.015398274155149232,0.004158892544771643,0.004536552082126699,1.7198884541686788e-26,0.003302178303338033,A. Diputado,NU,0.5620649729832528,0.15180713125799455,0.1655923902760874,6.277905223575091e-25,0.12053550548266538
74,0.012141777492405564,1.8481285712582367e-13,0.008278300058356006,0.007414365100029973,0.0039975425732788564,J. Sinclair,NU,0.38143324730981026,5.805885364165119e-12,0.26006232410689045,0.23292185667328105,0.12558257190421238
75,0.007892379282446111,0.009132849814813262,0.008755920478125885,9.013599173434829e-08,0.002729470093503835,M. Aquino,NU,0.2768215641230719,0.32033049605975733,0.3071098733791235,3.161478348003727e-06,0.09573490495969939
