p_id_retained,b1,b2,b3,b4,b5,player,team,b1_norm,b2_norm,b3_norm,b4_norm,b5_norm
2,0.0026094460736312245,0.013003649590588721,0.0036137365880843063,0.0032069587569590954,0.008968615896561437,R. Subido,UST,0.08309700850182927,0.41409722603704924,0.11507833138147126,0.10212461632564354,0.2856028177540067
8,0.0016296747769773698,0.00805115276101865,0.002084368978942503,0.0019821056321813295,0.01826889152371625,M. Lee,UST,0.05090157792117728,0.251471266175204,0.06510358477469388,0.06190947157666128,0.5706140995522635
21,0.016272444222146017,0.001958654353012088,1.9647053941216806e-37,0.00022073097971588818,0.009058529000471523,C. Cansino,UST,0.5915024404138175,0.07119697655236498,7.141693155940056e-36,0.008023558808650936,0.3292770242251665
23,0.0076685137605638784,0.0011916137688440574,0.006095038329732143,0.023661959984878068,0.00031367250892480483,Z. Huang,UST,0.19697807609907853,0.03060851097994444,0.15656083583170063,0.6077953955724453,0.008057181516830951
37,0.002521952123162862,0.01906451550610917,1.2902160066076767e-44,2.976353869253745e-07,0.0076433681615385605,K. Zamora,UST,0.08627918615323737,0.6522212960212692,4.41399287439215e-43,1.018248471827428e-05,0.261489335340775
48,0.01721849279057656,1.728369682107645e-24,0.010234634646214463,9.035002354012472e-09,2.190896291107539e-15,G. Mahinay,UST,0.6271958327335845,6.295709358685898e-23,0.3728038381599561,3.2910637964061886e-07,7.98049539205982e-14
59,0.011381870504454994,0.003736842616074637,8.496871159971153e-23,0.015542319700284838,0.0038299187917864015,J. Marcos,UST,0.3299958386853194,0.10834269399251438,2.463507315021984e-21,0.4506202054050208,0.11104126191714539
63,0.012445163186686859,9.51872331055767e-29,0.016457595595498763,1.4617127842701082e-10,3.01114645204398e-06,E. Caunan,UST,0.43054252332591125,3.293018413252076e-27,0.5693533004969611,5.056820076016499e-09,0.00010417112030750428
78,0.0084915295597983,0.008126323970610578,0.004654012098943926,0.01228143809045675,9.884151076112528e-28,I. Batalier,UST,0.25307581127354034,0.24219147057679669,0.13870503297701328,0.3660276851726498,2.945805622793865e-26
80,0.024498087069773442,1.3519122742070324e-15,0.0007386380843217138,6.295445157020686e-15,2.656499071720968e-82,S. Akomo,UST,0.9707316191059251,5.35692434716415e-14,0.02926838089377184,2.4945570863806066e-13,1.0526322474487517e-80
