p_id_retained,dist_1,dist_2,dist_3,dist_4,dist_5,player,team
47,0.2605215858061467,0.27023405543061024,0.2993894722545018,0.30419726119710516,0.30509352240764787,K. Tuffin,FEU
48,0.2094423991195016,0.21378725829832868,0.2173307733762308,0.2330589106097632,0.2780363754937168,G. Mahinay,UST
49,0.14778511856503773,0.18323160880690478,0.2096131922140831,0.2357730036890751,0.24033672096539993,J. Mendoza,ADMU
50,0.19221534871290874,0.22435281116351874,0.24083637754846818,0.2482178582276748,0.2605215858061467,D. Yu,NU
51,0.06385090376627518,0.09672542216867938,0.1828038271865696,0.18669505422181634,0.20029798938877394,B. Bienes,FEU
52,0.013700407360742201,0.027691339316487214,0.0592169313751998,0.09608406809085458,0.23445872344887675,B. Ebona,FEU
53,0.12704076331673875,0.1627080907576217,0.2197851054449085,0.2574533683457519,0.3007312173116739,A. Joson,NU
54,0.013700407360742201,0.04139174120887544,0.0711749240285336,0.10957838446136904,0.2469784676878148,P. Orizu,FEU
55,0.12346825481426521,0.2590428452306189,0.2706091408680966,0.2769169184910727,0.2881031734032554,S. Belangel,ADMU
56,0.19552921602193826,0.2640469133154765,0.34171455660920064,0.34907015022514915,0.430549621797047,J. Pingoy,ADU
57,0.1042407840314403,0.10687541794118995,0.14018098086349487,0.20405630019641866,0.20435156214659217,M. Dyke,DLSU
58,0.19117654208925625,0.25158154509199077,0.2664677883665257,0.2871174631102578,0.29195021379808944,A. Stockton,FEU
59,0.12704076331673875,0.13293905727036137,0.23887279497456576,0.25011462994137007,0.28906294281430556,J. Marcos,UST
60,0.1030228583243771,0.18323160880690478,0.2179208397960914,0.26097652129138266,0.2825923437526378,A. Wong,ADMU
61,0.1020735447578271,0.10286813858778307,0.13257353252128712,0.14694190043858615,0.15714011980661954,J. Manuel,DLSU
62,0.12557830276819465,0.13045094864664353,0.15294130086465807,0.1654216452077324,0.18236067420284374,J. Cullar,UE
63,0.06589573140708647,0.068594065360695,0.16282374216186932,0.22944195289381092,0.2780363754937168,E. Caunan,UST
64,0.13293905727036137,0.1627080907576217,0.2422360792871557,0.24848850771044434,0.25982896930448546,C. Catapusan,ADU
65,0.15024866813315668,0.1594684238124931,0.1768193393337898,0.19576681955362465,0.21675797260491927,A. Diputado,NU
66,0.13492857788691626,0.15112980097569784,0.15482680748941058,0.1828038271865696,0.1969345341446544,M. Maloles,UE
67,0.08862319510183547,0.12625196105132372,0.18008916655854773,0.18691321678468584,0.1964437059705781,L. Gonzales,FEU
68,0.05383384065099307,0.06906010309550291,0.09608406809085458,0.10957838446136904,0.15099693128982727,V. Magbuhos,ADU
69,0.08244570182399985,0.15207615533188137,0.2006514594570713,0.23795859971303154,0.2482178582276748,J. Go,DLSU
70,0.19552921602193826,0.24076241832305784,0.31370917686311706,0.3517750405232275,0.382967620874015,J. Nieto,ADMU
71,0.08244570182399985,0.13617623277988825,0.17402922557801076,0.20029798938877394,0.2658298056358209,E. Mojica,ADU
72,0.10210992016190915,0.15099693128982727,0.16241237272882814,0.17597831740564718,0.18676988927797983,D. Murrell,UP
73,0.10964448508606933,0.17316131067512147,0.18669505422181634,0.1944850650574376,0.19601307728970102,D. Dario,UP
74,0.15602652190559196,0.18793062282966339,0.1964437059705781,0.20052618105265604,0.20405630019641866,J. Sinclair,NU
75,0.12346825481426521,0.1538615613299509,0.16634035421545562,0.23108949608958548,0.23217735078109478,M. Aquino,NU
76,0.13954196849930886,0.3007312173116739,0.3208355497228999,0.3335218506847417,0.4071917054310327,G. Mamuyac,ADMU
77,0.30419726119710516,0.33136788122946115,0.34248938483606756,0.3836147637007974,0.3883512106642836,F. Jaboneta,UP
78,0.1837883557238081,0.18691321678468584,0.24222566592665862,0.24848850771044434,0.24902682582315463,I. Batalier,UST
79,0.08735564488516599,0.17264146220465956,0.17316131067512147,0.18317519547404407,0.1936698858367464,C. Vito,UP
80,0.027691339316487214,0.038756485605655436,0.04139174120887544,0.06906010309550291,0.20960987581198806,S. Akomo,UST
81,0.013458099166216491,0.068594065360695,0.17829448785320118,0.2094423991195016,0.23188960999417288,R. Acuno,UE
