team,ssce,prla,eppa,elpts,ppa,pts,fga,fg
NU,-0.0543914229576008,-52.59650599999998,0.9065113815925543,876.596506,0.8521199586349535,824.0,967.0,373.0
UST,-0.07827555015839482,-74.12694599999998,0.9019291932418162,854.126946,0.8236536430834214,780.0,947.0,330.0
FEU,0.03497877443609021,32.56523900000002,0.9166861020408164,853.434761,0.9516648764769066,886.0,931.0,386.0
DLSU,-0.007964982273201304,-7.638418000000115,0.8995186840458812,862.6384180000001,0.8915537017726799,855.0,959.0,385.0
ADMU,-0.003500939060938957,-3.5044399999999314,0.9235808591408591,924.5044399999999,0.9200799200799201,921.0,1001.0,403.0
ADU,-0.021062649337410644,-20.6624589999999,0.8956803863404688,878.6624589999999,0.8746177370030581,858.0,981.0,385.0
UP,0.026788651891891835,24.779502999999977,0.9624005372972974,890.220497,0.9891891891891892,915.0,925.0,417.0
UE,-0.06666345182724254,-60.197096999999985,0.9215914695459579,832.197097,0.8549280177187154,772.0,903.0,347.0
