player,team,ssce,prla,eppa,elpts,ppa,pts,fga,fg
J. Clemente,NU,0.05666936363636366,9.350445000000008,0.9190882121212121,151.649555,0.9757575757575757,161.0,165.0,65.0
I. Gaye,NU,-0.040843784810126516,-3.226658999999998,0.8509703670886075,67.226659,0.810126582278481,64.0,79.0,32.0
A. Joson,NU,-0.2070622352941176,-10.560173999999996,0.9913759607843137,50.560173999999996,0.7843137254901961,40.0,51.0,19.0
D. Ildefonso,NU,0.025866158974358955,5.043901000000005,0.9125953794871795,177.956099,0.9384615384615385,183.0,195.0,80.0
S. Ildefonso,NU,-0.22217426666666662,-19.995683999999997,0.9443964888888888,84.995684,0.7222222222222222,65.0,90.0,32.0
D. Yu,NU,-0.12243333962264147,-6.488967000000002,0.8960182452830189,47.488967,0.7735849056603774,41.0,53.0,15.0
M. Aquino,NU,-0.21038199999999996,-6.942605999999998,0.8770486666666666,28.942605999999998,0.6666666666666666,22.0,33.0,10.0
J. Gallego,NU,-0.1362039076923076,-8.853254,0.8131269846153846,52.853254,0.676923076923077,44.0,65.0,20.0
A. Diputado,NU,-0.13669574418604657,-5.877917000000004,0.9506492325581396,40.877917000000004,0.813953488372093,35.0,43.0,17.0
T. Rike,NU,0.023393545454545417,2.058632000000003,0.8743337272727273,76.941368,0.8977272727272727,79.0,88.0,39.0
J. Galinato,NU,-0.16727563636363663,-3.680064000000005,0.8945483636363639,19.680064000000005,0.7272727272727273,16.0,22.0,8.0
J. Sinclair,NU,0.10005122857142867,3.501793000000003,0.8999487714285713,31.498206999999997,1.0,35.0,35.0,17.0
M. Lee,UST,0.030680582857142813,5.369101999999998,0.8778908457142858,153.630898,0.9085714285714286,159.0,175.0,58.0
C. Cansino,UST,0.007459530434782646,0.8578460000000092,1.0012361217391303,115.14215399999999,1.008695652173913,116.0,115.0,51.0
E. Caunan,UST,-0.1307895,-5.754738000000003,0.8580622272727273,37.754738,0.7272727272727273,32.0,44.0,16.0
K. Zamora,UST,-0.35213707894736834,-26.762417999999997,0.8652949736842105,65.762418,0.5131578947368421,39.0,76.0,14.0
J. Marcos,UST,-0.09215758333333324,-4.423563999999999,0.9254909166666666,44.423564,0.8333333333333334,40.0,48.0,18.0
R. Subido,UST,-0.02408735532994921,-4.7452089999999885,0.8667269492385786,170.745209,0.8426395939086294,166.0,197.0,62.0
S. Akomo,UST,0.012112214285714185,0.3391419999999954,1.0593163571428572,29.660858000000005,1.0714285714285714,30.0,28.0,15.0
M. Bonleon,UST,-0.2179726666666666,-3.923508,0.8290837777777778,14.923508,0.6111111111111112,11.0,18.0,5.0
Z. Huang,UST,-0.09152711881188136,-9.244239000000022,0.8935073168316834,90.24423900000002,0.801980198019802,81.0,101.0,40.0
I. Batalier,UST,-0.2337347741935486,-7.245778000000005,0.8788960645161292,27.245778000000005,0.6451612903225806,20.0,31.0,9.0
R. Escoto,FEU,-0.16421934408602146,-15.272398999999993,0.9061548279569892,84.272399,0.7419354838709677,69.0,93.0,34.0
A. Inigo,FEU,-0.09064367241379312,-5.257333000000003,0.8837471206896552,51.257333,0.7931034482758621,46.0,58.0,18.0
K. Tuffin,FEU,0.21023428070175454,11.983354000000006,0.9476604561403508,54.016645999999994,1.1578947368421053,66.0,57.0,25.0
H. Cani,FEU,0.03453099999999998,4.143720000000002,0.8738023333333333,104.85628,0.9083333333333333,109.0,120.0,49.0
B. Ebona,FEU,0.16505164705882347,8.417634,1.0506346274509804,53.582366,1.2156862745098038,62.0,51.0,31.0
J. Parker,FEU,-0.20881876595744675,-19.628963999999996,0.889669829787234,83.628964,0.6808510638297872,64.0,94.0,29.0
A. Stockton,FEU,-0.02131375510204092,-1.0443740000000048,0.9804974285714286,48.044374000000005,0.9591836734693877,47.0,49.0,22.0
A. Tolentino,FEU,0.19369082905982904,22.661827000000002,0.8917792564102563,104.338173,1.0854700854700854,127.0,117.0,51.0
W. Comboy,FEU,-0.016852512605042058,-2.0054489999999987,0.8739953697478992,104.005449,0.8571428571428571,102.0,119.0,42.0
P. Orizu,FEU,0.35026601960784354,17.863567000000018,1.1007143725490192,56.13643299999998,1.4509803921568627,74.0,51.0,37.0
J. Baltazar,DLSU,0.037786295302013384,5.6301579999999944,0.9286566577181209,138.369842,0.9664429530201343,144.0,149.0,71.0
A. Caracut,DLSU,-0.058472992125984335,-7.42607000000001,0.8773706299212599,111.42607000000001,0.8188976377952756,104.0,127.0,46.0
K. Montalbo,DLSU,-0.20205645901639357,-12.325444000000005,0.8741876065573772,53.325444000000005,0.6721311475409836,41.0,61.0,19.0
L. Santillian,DLSU,0.00970747517730497,1.3687540000000098,0.8980939432624113,126.63124599999999,0.9078014184397163,128.0,141.0,61.0
A. Melecio,DLSU,0.07880485221674882,15.997385000000008,0.8473035221674876,172.002615,0.9261083743842364,188.0,203.0,78.0
M. Corteza,DLSU,-0.5667270833333333,-6.800725,0.9000604166666667,10.800725,0.3333333333333333,4.0,12.0,2.0
K. Samuel,DLSU,-0.17568064705882347,-2.986570999999998,0.9992100588235293,16.986570999999998,0.8235294117647058,14.0,17.0,7.0
J. Go,DLSU,0.37761710810810833,13.971833000000004,0.919680189189189,34.028166999999996,1.2972972972972974,48.0,37.0,17.0
F. Serrano,DLSU,-0.10172696629213474,-9.053699999999992,0.9331876404494381,83.05369999999999,0.8314606741573034,74.0,89.0,33.0
M. Dyke,DLSU,-0.01497169999999981,-0.7485849999999914,0.9349716999999999,46.74858499999999,0.92,46.0,50.0,22.0
