team,p-value 1t,p-value 2t,unpaired-t,dof,sp,se
UST,0.08629817519631622,0.17259635039263244,-1.365506655034645,611,0.580199677398614,0.04689561477760218
FEU,0.37657258827397155,0.7531451765479431,-0.3146254652664526,662,0.6236430768109575,0.04845356953594522
DLSU,0.17825329063450096,0.3565065812690019,0.9227228554049802,627,0.5874214109999395,0.04684553106900981
ADMU,0.07043029470407558,0.14086058940815116,1.4745023696048318,612,0.5853058417059045,0.047267125120332654
ADU,0.14388639581932064,0.2877727916386413,1.0639067986185187,639,0.5924630179452753,0.04680455549002179
UP,0.031096426745111764,0.06219285349022353,-1.868196335340473,638,0.6135331385861381,0.04850618511440081
UE,0.048806889287931525,0.09761377857586305,-1.6590183712561963,625,0.6087261051719186,0.04862338830448839
