player,team,tlow,plow,tupp,pupp,dof
J. Clemente,NU,-0.9996813758537525,0.8384051551336638,-0.9996813758537525,0.16159484486633618,42.0
I. Gaye,NU,-0.7636069453028258,0.774365196762707,-0.7636069453028258,0.22563480323729307,29.0
A. Joson,NU,-0.4764291691560332,0.6810468164014118,-0.4764291691560332,0.31895318359858815,25.0
D. Ildefonso,NU,2.402486111574302,0.009574679119207577,2.402486111574302,0.9904253208807925,65.0
S. Ildefonso,NU,-1.702927326457313,0.9529853278603189,-1.702927326457313,0.04701467213968107,57.0
D. Yu,NU,,,,,-1.0
M. Aquino,NU,-1.0074209235081213,0.8283860412112817,-1.0074209235081213,0.17161395878871832,8.0
J. Gallego,NU,-1.3757858810286132,0.9018733713015785,-1.3757858810286132,0.09812662869842148,11.0
A. Diputado,NU,1.3767630597599523,0.09154366582439583,1.3767630597599523,0.9084563341756042,21.0
T. Rike,NU,1.0158703524553199,0.1589072294753459,1.0158703524553199,0.841092770524654,30.0
J. Sinclair,NU,1.7313373692150127,0.0519505938380226,1.7313373692150127,0.9480494061619774,15.0
M. Lee,UST,-1.4402927996918604,0.9123192290037109,-1.4402927996918604,0.0876807709962891,12.0
C. Cansino,UST,-1.7553440993617122,0.9578894723931733,-1.7553440993617122,0.04211052760682672,61.0
E. Caunan,UST,-1.4521070552774333,0.9171002504841685,-1.4521070552774333,0.08289974951583147,16.0
K. Zamora,UST,-7.748041258739387,0.9999441254545942,-7.748041258739387,5.587454540578764e-05,7.0
J. Marcos,UST,-0.11290788327493653,0.5444362292225472,-0.11290788327493653,0.45556377077745275,22.0
R. Subido,UST,-3.0640084961026477,0.9974822043584379,-3.0640084961026477,0.0025177956415620784,26.0
S. Akomo,UST,-0.13098473280809184,0.5515368192822563,-0.13098473280809184,0.4484631807177437,23.0
Z. Huang,UST,-2.4736556092093074,0.9907365706310951,-2.4736556092093074,0.009263429368904936,34.0
I. Batalier,UST,-0.26801894403724474,0.6031779635118005,-0.26801894403724474,0.3968220364881994,11.0
R. Escoto,FEU,-0.001258338519214481,0.5004990944025007,-0.001258338519214481,0.49950090559749916,43.0
A. Inigo,FEU,-6.235542921983674,0.9999782612899695,-6.235542921983674,2.17387100305537e-05,12.0
K. Tuffin,FEU,0.8826483058384605,0.19815282039437027,0.8826483058384605,0.8018471796056297,11.0
H. Cani,FEU,1.2290005226654228,0.11431244788375808,1.2290005226654228,0.885687552116242,30.0
B. Ebona,FEU,0.16537965512394656,0.43476093555444556,0.16537965512394656,0.5652390644455544,38.0
J. Parker,FEU,-1.17031963774482,0.8744571734947952,-1.17031963774482,0.12554282650520482,30.0
A. Stockton,FEU,-1.5413280956474746,0.9327680346276286,-1.5413280956474746,0.06723196537237139,28.0
A. Tolentino,FEU,1.5207531152497886,0.06976768139459635,1.5207531152497886,0.9302323186054037,28.0
W. Comboy,FEU,-3.5458256943036734,0.9991776631515915,-3.5458256943036734,0.0008223368484085449,24.0
P. Orizu,FEU,6.419603977268593,4.480935660993461e-08,6.419603977268593,0.9999999551906433,43.0
J. Baltazar,DLSU,0.9426071681599013,0.17451701313739215,0.9426071681599013,0.8254829868626079,72.0
A. Caracut,DLSU,-1.6165513038019703,0.9421037299135754,-1.6165513038019703,0.05789627008642461,32.0
