team,p-value 1t,p-value 2t,unpaired-t,dof,sp,se
NU,0.048806889287931525,0.09761377857586305,1.6590183712561963,625,0.6087261051719186,0.04862338830448839
UST,0.3694713998048915,0.738942799609783,0.333406982640714,604,0.6138035172675821,0.049881439996818495
FEU,0.10017532245463708,0.20035064490927415,1.2818447731983191,655,0.6530609559304472,0.05103766772599772
DLSU,0.006475660856685408,0.012951321713370816,2.492315287656134,620,0.6198764186727177,0.0497098169218159
ADMU,0.0014355477890068218,0.0028710955780136436,2.993439014416361,605,0.618634430755202,0.05023071515406339
ADU,0.004359644061916492,0.008719288123832984,2.631067754872309,632,0.6241131267905332,0.049585488256783196
UP,0.4230277581541807,0.8460555163083614,-0.1942335648820019,631,0.6444149227256424,0.05123719377876922
