team,fga,fga_cells,w_ssce,upper,lower,ci95,w_var,stdev,sterr,tstat,tval,ftr,wss,erange,nerange,perange,terange
NU,967.0,319,-0.054481902792140637,0.011136809865903256,-0.12010061545018452,0.06561871265804389,0.3532094168348661,0.5943142408144585,0.03327520925864295,-1.637312101290225,1.972,True,113.2674751499483,126,-66,39.498,21.465
UST,947.0,322,-0.07845617740232312,-0.006747646128383911,-0.15016470867626233,0.07170853127393921,0.4257784781319551,0.6525170328289945,0.03636335257299149,-2.1575617166992367,1.972,False,138.6569211911299,122,-78,37.888,20.784
FEU,931.0,330,0.03520085929108486,0.10724916246331773,-0.036847443881148016,0.07204830317223287,0.44050174468402814,0.6637030545989887,0.03653565069585846,0.9634660563216709,1.972,True,145.33397716433942,143,-44,43.333,24.361
DLSU,959.0,310,-0.008575599582898845,0.0595929228500308,-0.07674412201582849,0.06816852243292965,0.3704380880279126,0.6086362526402059,0.03456821624387913,-0.2480775844029064,1.972,True,114.48816688216891,136,-38,43.871,23.169
ADMU,1001.0,323,-0.0036473526473526437,0.06387459667152622,-0.07116930196623152,0.06752194931887887,0.3786854722870344,0.6153742538382918,0.03424033941119618,-0.10652209382480604,1.972,True,121.94101900399602,122,-79,37.771,20.784
ADU,981.0,315,-0.021536187563710504,0.046009197901226734,-0.08908157302864775,0.06754538546493724,0.36956267453944225,0.6079166674302016,0.03425222386660103,-0.6287529722912445,1.972,True,116.18877912844034,139,-36,44.127,23.68
UP,925.0,276,0.027105945945945946,0.10153750859602254,-0.04732561670413065,0.0744315626500766,0.39319640152677765,0.627053746920292,0.03774420012681369,0.7181486388604041,1.972,True,108.33179653621623,110,-56,39.855,18.739
UE,903.0,325,-0.0659922480620155,0.004071939718443954,-0.13605643584247495,0.07006418778045945,0.41026240671480646,0.6405172961870791,0.0355295069880626,-1.857392732305234,1.972,True,134.34038723698782,124,-77,38.154,21.124
