player,team,fga,fga_cells,w_ssce,upper,lower,ci95,w_var,stdev,sterr,tstat,tval,ftr,wss,erange,nerange,perange,terange
J. Manzo,UP,55.0,24,-0.18969090909090913,0.03219277249612734,-0.4115745906779456,0.22188368158703647,0.2817098702694934,0.5307634786507954,0.10834164139992015,-1.7508587339073574,2.048,True,7.342910400000001,8,-8,33.333,16.667
C. Vito,UP,10.0,7,0.4074,1.002897125871284,-0.18809712587128402,0.595497125871284,0.5918306799999998,0.7693053230025123,0.2907700809918379,1.401107014209746,2.048,True,4.712807399999999,5,3,71.429,10.417
D. Dario,UP,8.0,7,-0.385875,0.47161830759215445,-1.2433683075921544,0.8574933075921545,1.2271555442708333,1.1077705287065698,0.41869790409773167,-0.9216071927361017,2.048,True,8.405229875,3,-1,42.857,6.25
Ja. Gomez de Liaño,UP,47.0,26,0.03206382978723406,0.3203852436381187,-0.2562575840636506,0.28832141385088467,0.5153084229968311,0.7178498610411728,0.14078194035687727,0.22775527674894505,2.048,True,12.90944089361702,14,2,53.846,29.167
F. Jaboneta,UP,13.0,7,-0.2703076923076923,0.3559368279885518,-0.8965522126039365,0.6262445202962441,0.6545246587771203,0.8090269827250017,0.30578345717590044,-0.8839840284499076,2.048,True,4.438611692307692,3,-1,42.857,6.25
S. Belangel,ADMU,11.0,8,0.0662727272727272,0.6856224335308181,-0.5530769789853636,0.6193497062580908,0.7316476033057849,0.8553640180097506,0.3024168487588334,0.21914363417488464,2.048,True,5.156669818181817,4,0,50.0,8.333
J. Nieto,ADMU,6.0,5,-0.19099999999999998,0.7344473294315567,-1.1164473294315567,0.9254473294315566,1.02097125,1.010431219826466,0.45187857882400223,-0.42267991657641885,2.048,True,4.266290000000001,2,-1,40.0,4.167
G. Mamuyac,ADMU,11.0,7,0.5109090909090909,1.0419494217809937,-0.020131239962811964,0.5310403308719028,0.4706446721763086,0.686035474429937,0.2592970365585463,1.97036224435883,2.048,True,4.651064727272727,5,3,71.429,10.417
B. Bienes,FEU,7.0,7,0.053285714285714304,0.8924367443507502,-0.7858653157793216,0.8391510300650359,1.1752179047619047,1.0840746767459817,0.4097417138989433,0.13004708204753698,2.048,True,7.071183,4,1,57.143,8.333
J. Manuel,DLSU,10.0,9,-0.3119,0.44470077904184063,-1.0685007790418406,0.7566007790418406,1.2283331512500002,1.1083019224245712,0.36943397414152374,-0.8442645285257835,2.048,True,10.702199700000001,4,-1,44.444,8.333
J. Cullar,UE,19.0,13,-0.05926315789473685,0.33564542580460044,-0.45417174159407414,0.3949085836993373,0.4833665521698985,0.6952456775629019,0.19282645688444203,-0.3073393498603377,2.048,True,5.846056210526316,4,-5,30.769,8.333
M. Maloles,UE,6.0,4,0.08700000000000001,0.8441748948259356,-0.6701748948259356,0.7571748948259356,0.5467546666666666,0.7394286082284527,0.36971430411422634,0.23531683527484137,2.048,True,1.6705399999999997,2,0,50.0,4.167
C. Conner,UE,33.0,19,-0.17760606060606063,0.12721995726247434,-0.48243207847459557,0.30482601786853497,0.42091825538210387,0.6487821324467127,0.1488408290373706,-1.1932616994592777,2.048,True,8.175862939393939,7,-5,36.842,14.583
A. Pasaol,UE,138.0,32,0.052659420289855076,0.2010264319398584,-0.09570759136014825,0.14836701165000332,0.17246145670128937,0.41528478987471884,0.07341267276101104,0.7173069486420078,2.021,True,5.435041623188406,15,-2,46.875,31.25
J. Varilla,UE,19.0,15,0.09742105263157895,0.4834269420150374,-0.28858483675187946,0.3860058893834584,0.5328674792243768,0.729977725156307,0.1884794381755168,0.5168789422051333,2.048,True,7.602507631578948,9,3,60.0,18.75
P. Manalang,UE,49.0,21,-0.3573265306122449,-0.10228824907758471,-0.6123648121469051,0.2550382815346602,0.32566428804664715,0.570670034298847,0.1245304109055958,-2.8693917253925028,2.048,True,9.194612999999999,5,-11,23.81,10.417
R. Acuno,UE,14.0,11,-0.40314285714285714,0.06744610341707957,-0.8737318177027938,0.4705889605599367,0.5807861489795919,0.7620932679007156,0.2297797658984066,-1.7544750103066091,2.048,True,7.595627285714286,3,-5,27.273,6.25
W. Bartolome,UE,29.0,14,0.07762068965517242,0.41626619815932714,-0.26102481884898227,0.3386455085041547,0.38278840208542947,0.6186989591759707,0.16535425219929428,0.4694205841263736,2.048,True,5.060598827586207,7,0,50.0,14.583
