team,p-value 1t,p-value 2t,unpaired-t,dof,sp,se
NU,0.14375971821450365,0.2875194364290073,1.0644652253909772,640,0.6050017001911964,0.04775595193926275
UST,0.06732461261510989,0.13464922523021977,1.4979028469436222,643,0.6341887380376471,0.049942374372018344
FEU,0.21924821921753634,0.4384964384350727,-0.775211071782871,651,0.6402546009487575,0.05011307675094521
DLSU,0.45968591459968705,0.9193718291993741,0.10126555241385393,631,0.6120839300002738,0.04866656842403181
ADU,0.3560110448595276,0.7120220897190552,0.3693066504524938,636,0.6117037268970177,0.04843897312555711
UP,0.27291715666809874,0.5458343133361975,-0.6043594163613191,597,0.6207815527016636,0.050885777172887774
UE,0.10346136783216878,0.20692273566433755,1.2633400812591566,646,0.6281105159160838,0.04934925784395632
