team,p-value 1t,p-value 2t,unpaired-t,dof,sp,se
NU,0.40664066479586547,0.8132813295917309,-0.23629216888928445,642,0.6180635198191886,0.0487123433839573
UST,0.4031959074571103,0.8063918149142206,0.24518417679779556,645,0.646517098409906,0.05083496620006879
FEU,0.023776194922877077,0.047552389845754155,-1.9850902180216687,653,0.6523019596157864,0.05097657851236047
DLSU,0.12388126318939625,0.2477625263787925,-1.1568683677930245,633,0.625157659705536,0.04963109898894657
ADMU,0.10346136783216878,0.20692273566433755,-1.2633400812591566,646,0.6281105159160838,0.04934925784395632
ADU,0.18421102841001946,0.3684220568200389,-0.9000710252562967,638,0.6246851239187841,0.04939172493153643
UP,0.036746541089597,0.073493082179194,-1.7929015990405208,599,0.6343716807792782,0.051925991955042786
