y,x,fga,fg,pts,ssce,prla
62.5,22.5,0.0,0.0,0.0,-0.737,0.0
62.5,27.5,0.0,0.0,0.0,-0.811,0.0
62.5,32.5,1.0,1.0,3.0,1.855,1.855
62.5,37.5,0.0,0.0,0.0,-1.026,0.0
62.5,42.5,1.0,1.0,3.0,2.229,2.229
62.5,47.5,2.0,1.0,3.0,0.675,1.35
62.5,52.5,0.0,0.0,0.0,-0.701,0.0
62.5,57.5,2.0,0.0,0.0,-0.906,-1.811
62.5,62.5,1.0,0.0,0.0,-0.77,-0.77
62.5,67.5,0.0,0.0,0.0,-0.611,0.0
62.5,72.5,0.0,0.0,0.0,-0.807,0.0
67.5,-72.5,0.0,0.0,0.0,-0.399,0.0
67.5,-67.5,0.0,0.0,0.0,-0.582,0.0
67.5,-62.5,0.0,0.0,0.0,-0.766,0.0
67.5,-57.5,1.0,0.0,0.0,-0.954,-0.954
67.5,-52.5,1.0,0.0,0.0,-0.759,-0.759
67.5,-47.5,0.0,0.0,0.0,-0.944,0.0
67.5,-42.5,0.0,0.0,0.0,-0.857,0.0
67.5,-37.5,1.0,0.0,0.0,-0.856,-0.856
67.5,-32.5,2.0,1.0,3.0,0.831,1.662
67.5,-27.5,0.0,0.0,0.0,-0.917,0.0
67.5,-22.5,0.0,0.0,0.0,-1.204,0.0
67.5,-17.5,0.0,0.0,0.0,-0.628,0.0
67.5,-12.5,0.0,0.0,0.0,-0.773,0.0
67.5,-7.5,0.0,0.0,0.0,-0.833,0.0
67.5,-2.5,0.0,0.0,0.0,-0.732,0.0
67.5,2.5,0.0,0.0,0.0,-0.892,0.0
67.5,7.5,0.0,0.0,0.0,-0.88,0.0
67.5,12.5,0.0,0.0,0.0,-1.078,0.0
67.5,17.5,0.0,0.0,0.0,-0.878,0.0
67.5,22.5,0.0,0.0,0.0,-0.854,0.0
67.5,27.5,0.0,0.0,0.0,-0.862,0.0
67.5,32.5,0.0,0.0,0.0,-0.79,0.0
67.5,37.5,2.0,0.0,0.0,-0.84,-1.679
67.5,42.5,2.0,1.0,3.0,0.909,1.819
67.5,47.5,1.0,1.0,3.0,2.245,2.245
67.5,52.5,0.0,0.0,0.0,-0.923,0.0
67.5,57.5,1.0,1.0,3.0,2.02,2.02
67.5,62.5,0.0,0.0,0.0,-0.784,0.0
67.5,67.5,0.0,0.0,0.0,-0.72,0.0
67.5,72.5,0.0,0.0,0.0,-1.035,0.0
72.5,-72.5,0.0,0.0,0.0,-0.5,0.0
72.5,-67.5,0.0,0.0,0.0,-0.493,0.0
72.5,-62.5,0.0,0.0,0.0,-0.753,0.0
72.5,-57.5,0.0,0.0,0.0,-0.771,0.0
72.5,-52.5,0.0,0.0,0.0,-0.663,0.0
72.5,-47.5,0.0,0.0,0.0,-0.77,0.0
72.5,-42.5,0.0,0.0,0.0,-0.847,0.0
72.5,-37.5,1.0,0.0,0.0,-0.707,-0.707
72.5,-32.5,1.0,1.0,3.0,1.962,1.962
72.5,-27.5,0.0,0.0,0.0,-0.867,0.0
72.5,-22.5,1.0,1.0,3.0,2.085,2.085
72.5,-17.5,0.0,0.0,0.0,-0.643,0.0
72.5,-12.5,1.0,0.0,0.0,-0.802,-0.802
72.5,-7.5,0.0,0.0,0.0,-1.032,0.0
72.5,-2.5,0.0,0.0,0.0,-0.78,0.0
72.5,2.5,0.0,0.0,0.0,-0.75,0.0
72.5,7.5,2.0,1.0,3.0,0.741,1.483
72.5,12.5,0.0,0.0,0.0,-0.993,0.0
72.5,17.5,3.0,0.0,0.0,-0.608,-1.825
72.5,22.5,0.0,0.0,0.0,-0.817,0.0
72.5,27.5,0.0,0.0,0.0,-0.764,0.0
72.5,32.5,0.0,0.0,0.0,-0.81,0.0
72.5,37.5,0.0,0.0,0.0,-0.622,0.0
72.5,42.5,0.0,0.0,0.0,-0.805,0.0
72.5,47.5,0.0,0.0,0.0,-0.635,0.0
72.5,52.5,0.0,0.0,0.0,-0.704,0.0
72.5,57.5,0.0,0.0,0.0,-0.574,0.0
72.5,62.5,0.0,0.0,0.0,-0.562,0.0
72.5,67.5,0.0,0.0,0.0,-0.797,0.0
72.5,72.5,0.0,0.0,0.0,-0.563,0.0
77.5,-72.5,0.0,0.0,0.0,-0.6,0.0
77.5,-67.5,0.0,0.0,0.0,-0.381,0.0
77.5,-62.5,0.0,0.0,0.0,-0.699,0.0
77.5,-57.5,0.0,0.0,0.0,-1.078,0.0
77.5,-52.5,0.0,0.0,0.0,-0.678,0.0
77.5,-47.5,0.0,0.0,0.0,-0.711,0.0
77.5,-42.5,0.0,0.0,0.0,-0.667,0.0
77.5,-37.5,1.0,1.0,3.0,2.102,2.102
77.5,-32.5,0.0,0.0,0.0,-0.584,0.0
77.5,-27.5,0.0,0.0,0.0,-0.745,0.0
77.5,-22.5,0.0,0.0,0.0,-0.811,0.0
77.5,-17.5,0.0,0.0,0.0,-0.715,0.0
77.5,-12.5,0.0,0.0,0.0,-0.711,0.0
77.5,-7.5,1.0,1.0,3.0,2.314,2.314
77.5,-2.5,1.0,1.0,3.0,1.997,1.997
77.5,2.5,2.0,1.0,3.0,0.584,1.168
77.5,7.5,1.0,0.0,0.0,-0.853,-0.853
77.5,12.5,1.0,1.0,3.0,1.928,1.928
77.5,17.5,2.0,0.0,0.0,-0.908,-1.815
77.5,22.5,0.0,0.0,0.0,-0.577,0.0
77.5,27.5,2.0,2.0,6.0,2.083,4.166
77.5,32.5,0.0,0.0,0.0,-0.693,0.0
77.5,37.5,0.0,0.0,0.0,-0.777,0.0
77.5,42.5,0.0,0.0,0.0,-0.711,0.0
77.5,47.5,1.0,1.0,3.0,2.217,2.217
77.5,52.5,0.0,0.0,0.0,-0.556,0.0
77.5,57.5,0.0,0.0,0.0,-0.444,0.0
77.5,62.5,0.0,0.0,0.0,-0.438,0.0
77.5,67.5,0.0,0.0,0.0,-0.6,0.0
77.5,72.5,0.0,0.0,0.0,-0.514,0.0
82.5,-72.5,0.0,0.0,0.0,-0.6,0.0
82.5,-67.5,0.0,0.0,0.0,-0.453,0.0
82.5,-62.5,0.0,0.0,0.0,-0.592,0.0
82.5,-57.5,0.0,0.0,0.0,-0.645,0.0
82.5,-52.5,0.0,0.0,0.0,-0.35,0.0
82.5,-47.5,0.0,0.0,0.0,-0.652,0.0
82.5,-42.5,0.0,0.0,0.0,-0.48,0.0
82.5,-37.5,0.0,0.0,0.0,-0.667,0.0
82.5,-32.5,0.0,0.0,0.0,-0.636,0.0
82.5,-27.5,0.0,0.0,0.0,-0.498,0.0
82.5,-22.5,0.0,0.0,0.0,-0.597,0.0
82.5,-17.5,0.0,0.0,0.0,-0.74,0.0
82.5,-12.5,0.0,0.0,0.0,-0.774,0.0
82.5,-7.5,0.0,0.0,0.0,-0.598,0.0
82.5,-2.5,2.0,0.0,0.0,-0.601,-1.201
82.5,2.5,0.0,0.0,0.0,-0.743,0.0
82.5,7.5,0.0,0.0,0.0,-0.549,0.0
82.5,12.5,0.0,0.0,0.0,-1.006,0.0
82.5,17.5,0.0,0.0,0.0,-0.694,0.0
82.5,22.5,0.0,0.0,0.0,-0.571,0.0
82.5,27.5,0.0,0.0,0.0,-0.542,0.0
82.5,32.5,0.0,0.0,0.0,-0.676,0.0
82.5,37.5,0.0,0.0,0.0,-0.668,0.0
82.5,42.5,0.0,0.0,0.0,-0.613,0.0
82.5,47.5,0.0,0.0,0.0,-1.002,0.0
82.5,52.5,0.0,0.0,0.0,-0.581,0.0
82.5,57.5,0.0,0.0,0.0,-0.338,0.0
82.5,62.5,0.0,0.0,0.0,-0.6,0.0
82.5,67.5,0.0,0.0,0.0,-0.517,0.0
82.5,72.5,1.0,0.0,0.0,-0.149,-0.149
87.5,-72.5,0.0,0.0,0.0,-0.216,0.0
87.5,-67.5,0.0,0.0,0.0,-0.387,0.0
87.5,-62.5,0.0,0.0,0.0,-0.273,0.0
87.5,-57.5,0.0,0.0,0.0,-0.42,0.0
87.5,-52.5,0.0,0.0,0.0,-0.48,0.0
87.5,-47.5,0.0,0.0,0.0,-0.294,0.0
87.5,-42.5,0.0,0.0,0.0,-0.552,0.0
87.5,-37.5,0.0,0.0,0.0,-0.374,0.0
87.5,-32.5,0.0,0.0,0.0,-0.448,0.0
87.5,-27.5,0.0,0.0,0.0,-0.516,0.0
87.5,-22.5,0.0,0.0,0.0,-0.592,0.0
87.5,-17.5,0.0,0.0,0.0,-0.723,0.0
87.5,-12.5,0.0,0.0,0.0,-0.735,0.0
87.5,-7.5,0.0,0.0,0.0,-0.671,0.0
87.5,-2.5,0.0,0.0,0.0,-1.113,0.0
87.5,2.5,0.0,0.0,0.0,-0.723,0.0
87.5,7.5,0.0,0.0,0.0,-0.59,0.0
87.5,12.5,0.0,0.0,0.0,-0.683,0.0
87.5,17.5,0.0,0.0,0.0,-0.599,0.0
87.5,22.5,0.0,0.0,0.0,-0.593,0.0
87.5,27.5,0.0,0.0,0.0,-0.663,0.0
87.5,32.5,0.0,0.0,0.0,-0.404,0.0
87.5,37.5,0.0,0.0,0.0,-0.39,0.0
87.5,42.5,0.0,0.0,0.0,-0.514,0.0
87.5,47.5,0.0,0.0,0.0,-0.475,0.0
87.5,52.5,0.0,0.0,0.0,-0.456,0.0
87.5,57.5,0.0,0.0,0.0,-0.234,0.0
87.5,62.5,0.0,0.0,0.0,-0.267,0.0
87.5,67.5,0.0,0.0,0.0,-0.237,0.0
87.5,72.5,0.0,0.0,0.0,-0.182,0.0
92.5,-72.5,0.0,0.0,0.0,-0.667,0.0
92.5,-67.5,0.0,0.0,0.0,-0.462,0.0
92.5,-62.5,0.0,0.0,0.0,-0.414,0.0
92.5,-57.5,0.0,0.0,0.0,-0.281,0.0
92.5,-52.5,0.0,0.0,0.0,-0.193,0.0
92.5,-47.5,0.0,0.0,0.0,-0.396,0.0
92.5,-42.5,0.0,0.0,0.0,-0.391,0.0
92.5,-37.5,0.0,0.0,0.0,-0.39,0.0
92.5,-32.5,0.0,0.0,0.0,-0.375,0.0
92.5,-27.5,0.0,0.0,0.0,-0.421,0.0
92.5,-22.5,0.0,0.0,0.0,-0.488,0.0
92.5,-17.5,0.0,0.0,0.0,-0.57,0.0
92.5,-12.5,0.0,0.0,0.0,-0.43,0.0
92.5,-7.5,0.0,0.0,0.0,-0.509,0.0
92.5,-2.5,0.0,0.0,0.0,-0.674,0.0
92.5,2.5,0.0,0.0,0.0,-0.689,0.0
92.5,7.5,0.0,0.0,0.0,-0.674,0.0
92.5,12.5,0.0,0.0,0.0,-0.707,0.0
92.5,17.5,0.0,0.0,0.0,-0.654,0.0
92.5,22.5,0.0,0.0,0.0,-0.607,0.0
92.5,27.5,0.0,0.0,0.0,-0.36,0.0
92.5,32.5,0.0,0.0,0.0,-0.45,0.0
92.5,37.5,0.0,0.0,0.0,-0.417,0.0
92.5,42.5,0.0,0.0,0.0,-0.492,0.0
92.5,47.5,0.0,0.0,0.0,-0.383,0.0
92.5,52.5,0.0,0.0,0.0,-0.236,0.0
92.5,57.5,0.0,0.0,0.0,-0.3,0.0
92.5,62.5,0.0,0.0,0.0,-0.169,0.0
92.5,67.5,0.0,0.0,0.0,-0.231,0.0
92.5,72.5,0.0,0.0,0.0,-0.273,0.0
97.5,-72.5,0.0,0.0,0.0,-0.462,0.0
97.5,-67.5,0.0,0.0,0.0,-0.3,0.0
97.5,-62.5,0.0,0.0,0.0,-0.261,0.0
97.5,-57.5,0.0,0.0,0.0,-0.24,0.0
97.5,-52.5,0.0,0.0,0.0,-0.054,0.0
97.5,-47.5,0.0,0.0,0.0,-0.018,0.0
97.5,-42.5,0.0,0.0,0.0,-0.214,0.0
97.5,-37.5,0.0,0.0,0.0,-0.2,0.0
97.5,-32.5,0.0,0.0,0.0,-0.278,0.0
97.5,-27.5,0.0,0.0,0.0,-0.339,0.0
97.5,-22.5,0.0,0.0,0.0,-0.309,0.0
97.5,-17.5,0.0,0.0,0.0,-0.402,0.0
97.5,-12.5,0.0,0.0,0.0,-0.429,0.0
97.5,-7.5,0.0,0.0,0.0,-0.189,0.0
97.5,-2.5,0.0,0.0,0.0,-0.237,0.0
97.5,2.5,0.0,0.0,0.0,-0.229,0.0
97.5,7.5,0.0,0.0,0.0,-0.433,0.0
97.5,12.5,0.0,0.0,0.0,-0.441,0.0
97.5,17.5,0.0,0.0,0.0,-0.375,0.0
97.5,22.5,0.0,0.0,0.0,-0.353,0.0
97.5,27.5,0.0,0.0,0.0,-0.436,0.0
97.5,32.5,0.0,0.0,0.0,-0.353,0.0
97.5,37.5,0.0,0.0,0.0,-0.225,0.0
97.5,42.5,0.0,0.0,0.0,-0.102,0.0
97.5,47.5,0.0,0.0,0.0,-0.24,0.0
97.5,52.5,0.0,0.0,0.0,-0.137,0.0
97.5,57.5,0.0,0.0,0.0,-0.36,0.0
97.5,62.5,0.0,0.0,0.0,-0.375,0.0
97.5,67.5,0.0,0.0,0.0,-0.286,0.0
97.5,72.5,0.0,0.0,0.0,-0.1,0.0
102.5,-72.5,0.0,0.0,0.0,-0.273,0.0
102.5,-67.5,0.0,0.0,0.0,-0.429,0.0
102.5,-62.5,0.0,0.0,0.0,-0.122,0.0
102.5,-57.5,0.0,0.0,0.0,-0.3,0.0
102.5,-52.5,0.0,0.0,0.0,-2.29,0.0
102.5,-47.5,0.0,0.0,0.0,-0.25,0.0
102.5,-42.5,0.0,0.0,0.0,-0.24,0.0
102.5,-37.5,0.0,0.0,0.0,-0.115,0.0
102.5,-32.5,0.0,0.0,0.0,0.0,0.0
102.5,-27.5,0.0,0.0,0.0,-0.182,0.0
102.5,-22.5,0.0,0.0,0.0,-0.154,0.0
102.5,-17.5,0.0,0.0,0.0,-0.357,0.0
102.5,-12.5,0.0,0.0,0.0,-0.533,0.0
102.5,-7.5,0.0,0.0,0.0,-0.471,0.0
102.5,-2.5,0.0,0.0,0.0,-0.471,0.0
102.5,2.5,0.0,0.0,0.0,-0.453,0.0
102.5,7.5,0.0,0.0,0.0,-0.48,0.0
102.5,12.5,0.0,0.0,0.0,-0.545,0.0
102.5,17.5,0.0,0.0,0.0,-0.225,0.0
102.5,22.5,0.0,0.0,0.0,-0.154,0.0
102.5,27.5,0.0,0.0,0.0,-0.188,0.0
102.5,32.5,0.0,0.0,0.0,0.0,0.0
102.5,37.5,0.0,0.0,0.0,-0.125,0.0
102.5,42.5,0.0,0.0,0.0,-0.25,0.0
102.5,47.5,0.0,0.0,0.0,-0.25,0.0
102.5,52.5,0.0,0.0,0.0,-0.261,0.0
102.5,57.5,0.0,0.0,0.0,-0.316,0.0
102.5,62.5,0.0,0.0,0.0,-0.375,0.0
102.5,67.5,0.0,0.0,0.0,-0.4,0.0
102.5,72.5,0.0,0.0,0.0,-0.25,0.0
107.5,-72.5,0.0,0.0,0.0,-0.333,0.0
107.5,-67.5,0.0,0.0,0.0,-0.462,0.0
107.5,-62.5,0.0,0.0,0.0,-0.643,0.0
107.5,-57.5,0.0,0.0,0.0,-0.562,0.0
107.5,-52.5,0.0,0.0,0.0,-0.5,0.0
107.5,-47.5,0.0,0.0,0.0,-0.45,0.0
107.5,-42.5,0.0,0.0,0.0,-0.099,0.0
107.5,-37.5,0.0,0.0,0.0,-0.286,0.0
107.5,-32.5,0.0,0.0,0.0,-0.3,0.0
107.5,-27.5,0.0,0.0,0.0,-0.3,0.0
107.5,-22.5,0.0,0.0,0.0,-0.13,0.0
107.5,-17.5,0.0,0.0,0.0,-0.03,0.0
107.5,-12.5,0.0,0.0,0.0,-0.068,0.0
107.5,-7.5,0.0,0.0,0.0,-0.222,0.0
107.5,-2.5,0.0,0.0,0.0,-0.115,0.0
107.5,2.5,0.0,0.0,0.0,-0.115,0.0
107.5,7.5,0.0,0.0,0.0,-0.25,0.0
107.5,12.5,0.0,0.0,0.0,-0.273,0.0
107.5,17.5,0.0,0.0,0.0,-0.273,0.0
107.5,22.5,0.0,0.0,0.0,-0.15,0.0
107.5,27.5,0.0,0.0,0.0,-0.3,0.0
107.5,32.5,0.0,0.0,0.0,-0.286,0.0
107.5,37.5,0.0,0.0,0.0,-0.261,0.0
107.5,42.5,0.0,0.0,0.0,-0.261,0.0
107.5,47.5,0.0,0.0,0.0,-0.316,0.0
107.5,52.5,0.0,0.0,0.0,-0.353,0.0
107.5,57.5,0.0,0.0,0.0,-0.353,0.0
107.5,62.5,0.0,0.0,0.0,-0.231,0.0
107.5,67.5,0.0,0.0,0.0,0.0,0.0
107.5,72.5,0.0,0.0,0.0,-0.333,0.0
112.5,-72.5,0.0,0.0,0.0,-0.667,0.0
112.5,-67.5,0.0,0.0,0.0,-0.545,0.0
112.5,-62.5,0.0,0.0,0.0,-0.5,0.0
112.5,-57.5,0.0,0.0,0.0,-0.6,0.0
112.5,-52.5,0.0,0.0,0.0,-0.643,0.0
112.5,-47.5,0.0,0.0,0.0,-0.6,0.0
112.5,-42.5,0.0,0.0,0.0,-0.4,0.0
112.5,-37.5,0.0,0.0,0.0,-0.353,0.0
112.5,-32.5,0.0,0.0,0.0,-0.333,0.0
112.5,-27.5,0.0,0.0,0.0,-0.353,0.0
112.5,-22.5,0.0,0.0,0.0,-0.333,0.0
112.5,-17.5,0.0,0.0,0.0,-0.286,0.0
112.5,-12.5,0.0,0.0,0.0,-0.095,0.0
112.5,-7.5,0.0,0.0,0.0,-0.286,0.0
112.5,-2.5,0.0,0.0,0.0,-0.273,0.0
112.5,2.5,0.0,0.0,0.0,-0.273,0.0
112.5,7.5,0.0,0.0,0.0,-0.286,0.0
112.5,12.5,0.0,0.0,0.0,-0.3,0.0
112.5,17.5,0.0,0.0,0.0,-0.286,0.0
112.5,22.5,0.0,0.0,0.0,-0.353,0.0
112.5,27.5,0.0,0.0,0.0,-0.333,0.0
112.5,32.5,0.0,0.0,0.0,-0.353,0.0
112.5,37.5,0.0,0.0,0.0,-0.353,0.0
112.5,42.5,0.0,0.0,0.0,-0.4,0.0
112.5,47.5,0.0,0.0,0.0,-0.4,0.0
112.5,52.5,0.0,0.0,0.0,-0.076,0.0
112.5,57.5,0.0,0.0,0.0,-0.084,0.0
112.5,62.5,0.0,0.0,0.0,-0.3,0.0
112.5,67.5,0.0,0.0,0.0,-0.3,0.0
112.5,72.5,0.0,0.0,0.0,-0.3,0.0
117.5,-72.5,0.0,0.0,0.0,-1.0,0.0
117.5,-67.5,0.0,0.0,0.0,-0.667,0.0
117.5,-62.5,0.0,0.0,0.0,-0.545,0.0
117.5,-57.5,0.0,0.0,0.0,-0.5,0.0
117.5,-52.5,0.0,0.0,0.0,-0.228,0.0
117.5,-47.5,0.0,0.0,0.0,-0.204,0.0
117.5,-42.5,0.0,0.0,0.0,-0.5,0.0
117.5,-37.5,0.0,0.0,0.0,-0.545,0.0
117.5,-32.5,0.0,0.0,0.0,-0.462,0.0
117.5,-27.5,0.0,0.0,0.0,-0.4,0.0
117.5,-22.5,0.0,0.0,0.0,-0.4,0.0
117.5,-17.5,0.0,0.0,0.0,-0.353,0.0
117.5,-12.5,0.0,0.0,0.0,-0.136,0.0
117.5,-7.5,0.0,0.0,0.0,-0.353,0.0
117.5,-2.5,0.0,0.0,0.0,-0.353,0.0
117.5,2.5,1.0,1.0,3.0,0.801,0.801
117.5,7.5,0.0,0.0,0.0,-0.4,0.0
117.5,12.5,0.0,0.0,0.0,-0.429,0.0
117.5,17.5,0.0,0.0,0.0,-0.4,0.0
117.5,22.5,0.0,0.0,0.0,-0.462,0.0
117.5,27.5,0.0,0.0,0.0,-0.462,0.0
117.5,32.5,0.0,0.0,0.0,-0.185,0.0
117.5,37.5,0.0,0.0,0.0,-0.5,0.0
117.5,42.5,0.0,0.0,0.0,-0.3,0.0
117.5,47.5,0.0,0.0,0.0,0.0,0.0
117.5,52.5,0.0,0.0,0.0,-0.333,0.0
117.5,57.5,0.0,0.0,0.0,-0.3,0.0
117.5,62.5,0.0,0.0,0.0,-0.333,0.0
117.5,67.5,0.0,0.0,0.0,-0.375,0.0
117.5,72.5,0.0,0.0,0.0,-0.429,0.0
122.5,-72.5,0.0,0.0,0.0,-1.2,0.0
122.5,-67.5,0.0,0.0,0.0,-1.0,0.0
122.5,-62.5,0.0,0.0,0.0,-2.198,0.0
122.5,-57.5,0.0,0.0,0.0,-0.75,0.0
122.5,-52.5,0.0,0.0,0.0,-0.667,0.0
122.5,-47.5,0.0,0.0,0.0,-0.667,0.0
122.5,-42.5,0.0,0.0,0.0,-0.333,0.0
122.5,-37.5,0.0,0.0,0.0,0.0,0.0
122.5,-32.5,0.0,0.0,0.0,0.0,0.0
122.5,-27.5,0.0,0.0,0.0,-0.214,0.0
122.5,-22.5,0.0,0.0,0.0,-0.25,0.0
122.5,-17.5,0.0,0.0,0.0,-0.429,0.0
122.5,-12.5,0.0,0.0,0.0,-0.429,0.0
122.5,-7.5,0.0,0.0,0.0,-0.429,0.0
122.5,-2.5,0.0,0.0,0.0,-0.429,0.0
122.5,2.5,0.0,0.0,0.0,-0.462,0.0
122.5,7.5,0.0,0.0,0.0,-0.545,0.0
122.5,12.5,0.0,0.0,0.0,-0.545,0.0
122.5,17.5,0.0,0.0,0.0,-0.545,0.0
122.5,22.5,0.0,0.0,0.0,-0.333,0.0
122.5,27.5,0.0,0.0,0.0,-0.3,0.0
122.5,32.5,0.0,0.0,0.0,0.0,0.0
122.5,37.5,0.0,0.0,0.0,0.0,0.0
122.5,42.5,0.0,0.0,0.0,-0.375,0.0
122.5,47.5,0.0,0.0,0.0,-0.429,0.0
122.5,52.5,0.0,0.0,0.0,-0.204,0.0
122.5,57.5,0.0,0.0,0.0,-0.5,0.0
122.5,62.5,0.0,0.0,0.0,-0.6,0.0
122.5,67.5,0.0,0.0,0.0,-0.75,0.0
122.5,72.5,0.0,0.0,0.0,-0.75,0.0
