player,team,p-value 1t,p-value 2t,unpaired-t,dof,sp,se
L. Gonzales,FEU,0.13236661703293467,0.26473323406586935,1.1188396937811018,176,1.0918503977090634,0.20590699324920447
D. Murrell,UP,0.04424329872307069,0.08848659744614137,1.7134435197047355,167,1.038351019950321,0.2213771812819872
B. Akhuetie,UP,0.19935573831740894,0.3987114766348179,0.8457811638078824,195,0.9745473186887682,0.15565789223526705
Ju. Gomez de Liaño,UP,0.13279187184316668,0.26558374368633336,1.115647408351117,265,1.0249613259321182,0.12577208141907925
P. Desiderio,UP,0.05842193822946993,0.11684387645893986,1.5736031374802013,250,1.0369909617746778,0.13185420175207346
J. Manzo,UP,0.005861186014936601,0.011722372029873201,2.543411250968304,203,0.9972487260192513,0.15164097119049955
C. Vito,UP,0.20495840014120498,0.40991680028240995,0.8261415144438227,165,1.0618320008009638,0.2342288605327903
D. Dario,UP,0.3113275319720583,0.6226550639441166,-0.49297546781661206,173,1.1329489331839802,0.22155744655065088
Ja. Gomez de Liaño,UP,0.1546248024152967,0.3092496048305934,1.0192657907413119,210,1.0601243712215365,0.15539326255190533
F. Jaboneta,UP,0.015581778652930141,0.031163557305860283,2.1736739498526423,164,1.0770925843610142,0.2419775878305275
S. Belangel,ADMU,0.07176743705485553,0.14353487410971105,1.4689863515143737,185,1.0649928690476183,0.18360019838780053
J. Nieto,ADMU,0.033737537049094705,0.06747507409818941,1.840180982114121,171,1.0702018316718653,0.21491171775013734
G. Mamuyac,ADMU,0.37932518108347446,0.7586503621669489,0.30775448537748124,168,1.0837799930129883,0.2274132105050105
B. Bienes,FEU,0.26106879461005533,0.5221375892201107,0.6412818002208193,184,1.0848333228487914,0.18867625287948062
J. Manuel,DLSU,0.009954833701064307,0.019909667402128614,2.3488652254931983,181,1.0767056490277727,0.19258591534772743
J. Cullar,UE,0.12351970123271563,0.24703940246543127,1.1614309712825384,176,1.0539366288621954,0.19875701174772395
M. Maloles,UE,0.010334874244093607,0.020669748488187215,2.334792283566457,178,1.0808167763280183,0.1993514729687761
C. Conner,UE,0.050522027105422015,0.10104405421084403,1.6474868703060421,198,1.0234565036428513,0.16031676523459043
A. Pasaol,UE,0.006642569934665541,0.013285139869331082,2.4912369338198146,292,0.9279613667115848,0.10827970619417428
J. Varilla,UE,0.021707231367010478,0.043414462734020956,2.030578607183039,237,1.0636212232527458,0.14034027066211888
P. Manalang,UE,0.0011783154153207503,0.0023566308306415006,3.0748035032086785,234,1.02436564622355,0.13645878928748967
R. Acuno,UE,0.017580987132405405,0.03516197426481081,2.124089415369086,164,1.0531637282863855,0.23660177617185046
W. Bartolome,UE,0.09908890644114206,0.19817781288228412,1.2912969111739305,189,1.0110568876614217,0.168656715452023
