player,team,tlow,plow,tupp,pupp,dof
J. Espeleta,ADU,-0.9681560478976348,0.8320394268249844,-0.9681560478976348,0.1679605731750155,79.0
J. Lastimosa,ADU,1.4453455916269047,0.07613340185390197,1.4453455916269047,0.9238665981460981,80.0
J. Pingoy,ADU,-0.5923715744333602,0.7218371814133726,-0.5923715744333602,0.2781628185866273,49.0
E. Mojica,ADU,-2.32646290897605,0.9870457407893181,-2.32646290897605,0.012954259210681916,35.0
S. Camacho,ADU,-0.5516172753897258,0.7085637226093693,-0.5516172753897258,0.2914362773906308,74.0
G. Mahinay,UST,-1.0205242429288641,0.8440657219530344,-1.0205242429288641,0.15593427804696555,56.0
L. Gonzales,FEU,0.09637637038496817,0.46185145887733714,0.09637637038496817,0.5381485411226629,40.0
D. Murrell,UP,-1.1016994840800436,0.8609444562126868,-1.1016994840800436,0.13905554378731325,35.0
B. Akhuetie,UP,2.6377714713878078,0.004546342834214511,2.6377714713878078,0.9954536571657855,176.0
Ju. Gomez de Liaño,UP,1.5091138936638617,0.066516379475097,1.5091138936638617,0.933483620524903,179.0
P. Desiderio,UP,0.542488208374941,0.2940881826203462,0.542488208374941,0.7059118173796538,174.0
J. Manzo,UP,-1.7979948850029939,0.9623228439208207,-1.7979948850029939,0.03767715607917933,95.0
C. Vito,UP,0.3246503514511438,0.37388802498919627,0.3246503514511438,0.6261119750108037,29.0
D. Dario,UP,1.5841164445505815,0.06121291013585575,1.5841164445505815,0.9387870898641443,34.0
Ja. Gomez de Liaño,UP,0.8563533743211674,0.1970017449752629,0.8563533743211674,0.8029982550247371,93.0
F. Jaboneta,UP,-1.5172085440289975,0.9301588820712403,-1.5172085440289975,0.06984111792875963,30.0
S. Belangel,ADMU,-0.1590307711116791,0.5628508459531978,-0.1590307711116791,0.4371491540468021,49.0
J. Nieto,ADMU,-0.906459475074113,0.8146398969448434,-0.906459475074113,0.18536010305515654,36.0
G. Mamuyac,ADMU,0.9306188076522272,0.17962089833166245,0.9306188076522272,0.8203791016683375,31.0
B. Bienes,FEU,0.8397734090020023,0.20247749892082212,0.8397734090020023,0.7975225010791779,51.0
J. Manuel,DLSU,-1.3290914243684675,0.9047412583319029,-1.3290914243684675,0.09525874166809718,45.0
J. Cullar,UE,0.1188542651416005,0.4529721710601509,0.1188542651416005,0.5470278289398491,43.0
M. Maloles,UE,-1.3275869072963373,0.9041702861711338,-1.3275869072963373,0.09582971382886625,41.0
C. Conner,UE,-0.17917901164421113,0.5708749146174151,-0.17917901164421113,0.4291250853825849,80.0
A. Pasaol,UE,-0.5158284820223271,0.6968183882813537,-0.5158284820223271,0.30318161171864644,293.0
J. Varilla,UE,-0.3853694910868112,0.6496460592502711,-0.3853694910868112,0.350353940749729,110.0
P. Manalang,UE,-2.170054761723155,0.9841171074572943,-2.170054761723155,0.015882892542705668,134.0
R. Acuno,UE,-1.6463292765609137,0.9443558054931209,-1.6463292765609137,0.05564419450687901,27.0
W. Bartolome,UE,0.3281862095106507,0.3718896511717764,0.3281862095106507,0.6281103488282236,68.0
