player,team,tlow,plow,tupp,pupp,dof
J. Espeleta,ADU,-1.6649702505182518,0.9500599696431574,-1.6649702505182518,0.04994003035684261,79.0
J. Lastimosa,ADU,1.1511843823171786,0.12654271905128775,1.1511843823171786,0.8734572809487122,80.0
J. Pingoy,ADU,-0.24865858185602088,0.5976679205703199,-0.24865858185602088,0.40233207942967997,49.0
E. Mojica,ADU,-2.277684037645634,0.9855181163363784,-2.277684037645634,0.01448188366362163,35.0
S. Camacho,ADU,-0.6154993192570145,0.7299432809092297,-0.6154993192570145,0.27005671909077034,74.0
G. Mahinay,UST,-1.8868008564797187,0.9678123969207473,-1.8868008564797187,0.03218760307925266,56.0
L. Gonzales,FEU,-0.5206894907827248,0.697273182882537,-0.5206894907827248,0.30272681711746297,40.0
D. Murrell,UP,0.8721902092846545,0.1945244103906535,0.8721902092846545,0.8054755896093465,35.0
B. Akhuetie,UP,8.498469933861907,3.9694051053070626e-15,8.498469933861907,0.999999999999996,176.0
Ju. Gomez de Liaño,UP,2.52519992541501,0.006215781820483688,2.52519992541501,0.9937842181795163,179.0
P. Desiderio,UP,2.8636563634255903,0.0023515030966966785,2.8636563634255903,0.9976484969033033,174.0
J. Manzo,UP,-2.5852000846815475,0.9943735634618608,-2.5852000846815475,0.005626436538139153,95.0
C. Vito,UP,1.3971861078070469,0.08647866647661576,1.3971861078070469,0.9135213335233843,29.0
D. Dario,UP,1.5293853313367995,0.0677102394763224,1.5293853313367995,0.9322897605236776,34.0
Ja. Gomez de Liaño,UP,1.437515664871294,0.0769638765736113,1.437515664871294,0.9230361234263886,93.0
F. Jaboneta,UP,-2.870089263860741,0.9962740508133583,-2.870089263860741,0.0037259491866417273,30.0
S. Belangel,ADMU,-0.056224986640244154,0.5223043904175482,-0.056224986640244154,0.4776956095824518,49.0
J. Nieto,ADMU,-0.25973128585710875,0.601724633360794,-0.25973128585710875,0.39827536663920615,36.0
G. Mamuyac,ADMU,1.241353474165873,0.11189325217979684,1.241353474165873,0.8881067478202032,31.0
B. Bienes,FEU,2.34467939895423,0.011487249307841545,2.34467939895423,0.9885127506921585,51.0
J. Manuel,DLSU,-1.7906305998052763,0.9599594681094703,-1.7906305998052763,0.04004053189052963,45.0
J. Cullar,UE,0.2685827606829598,0.3947675985705225,0.2685827606829598,0.6052324014294775,43.0
M. Maloles,UE,-0.8813398425359883,0.8083642236184703,-0.8813398425359883,0.19163577638152968,41.0
C. Conner,UE,-8.935419791745093e-05,0.500035535946803,-8.935419791745093e-05,0.49996446405319694,80.0
A. Pasaol,UE,0.7566942499617599,0.2249205368559184,0.7566942499617599,0.7750794631440816,293.0
J. Varilla,UE,-0.8758356439468528,0.8084860375641275,-0.8758356439468528,0.1915139624358725,110.0
P. Manalang,UE,-4.417529710726955,0.999989796778631,-4.417529710726955,1.0203221369044188e-05,134.0
R. Acuno,UE,-1.839139829172914,0.9615415418179422,-1.839139829172914,0.03845845818205787,27.0
W. Bartolome,UE,2.0891992080549273,0.020217206773533027,2.0891992080549273,0.979782793226467,68.0
