team,p-value 1t,p-value 2t,unpaired-t,dof,sp,se
NU,0.24522311508911915,0.4904462301782383,0.6900019818086779,632,0.6011108840069638,0.04774727623545471
UST,0.12766266798466652,0.25532533596933304,1.1385377987902168,635,0.6308568991630683,0.04999393950652709
FEU,0.1293213059444912,0.2586426118889824,-1.1306057227148534,643,0.6370711484767685,0.05018287605917669
DLSU,0.395036192978194,0.790072385956388,-0.26633104649013717,623,0.6082736788555452,0.04866345156381015
ADMU,0.3560110448595276,0.7120220897190552,-0.3693066504524938,636,0.6117037268970177,0.04843897312555711
UP,0.16965551046328237,0.33931102092656473,-0.956303966517807,589,0.6169255199427394,0.05086472001865392
UE,0.18421102841001946,0.3684220568200389,0.9000710252562967,638,0.6246851239187841,0.04939172493153643
